#Exudyn implicit second order time integration solver solution file
#simulation started=2025-07-26,12:17:11
#columns contain: time, ODE2 displacements, ODE2 velocities, ODE2 accelerations, AE coordinates
#number of system coordinates [nODE2, nODE1, nAlgebraic, nData] = [7,0,6,0]
#number of written coordinates [nODE2, nVel2, nAcc2, nODE1, nVel1, nAlgebraic, nData] = [7,7,7,0,0,6,0]
#total columns exported  (excl. time) = 27
#number of time steps (planned) = 4000
#Exudyn version = 1.10.0; Python3.13.2; Windows AVX2 FLOAT64
#
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.659005828e-15,0,0,0,0,0,0,0,0,0,0,0
0.005,4.053636635e-10,-5.399489645e-20,0,0,0,0,0,3.06097828e-07,-2.500034963e-17,0,0,0,0,0,0.00018,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.01,6.121475009e-09,-2.520915521e-19,0,0,0,0,0,2.412197937e-06,-5.42425602e-17,0,0,0,0,0,0.00072,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.015,3.064833433e-08,-5.9643266e-19,0,0,0,0,0,8.118297581e-06,-8.349301875e-17,0,0,0,0,0,0.00162,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.02,9.648594156e-08,-1.087019265e-18,0,0,0,0,0,1.922439732e-05,-1.127417991e-16,0,0,0,0,0,0.00288,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.025,2.351342967e-07,-1.723851155e-18,0,0,0,0,0,3.753049704e-05,-1.41990921e-16,0,0,0,0,0,0.0045,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.03,4.870933998e-07,-2.506928372e-18,0,0,0,0,0,6.483659676e-05,-1.712399733e-16,0,0,0,0,0,0.00648,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.035,9.018632508e-07,-3.436250909e-18,0,0,0,0,0,0.0001029426965,-2.004890398e-16,0,0,0,0,0,0.00882,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.04,1.53794385e-06,-4.511818767e-18,0,0,0,0,0,0.0001536487962,-2.297381035e-16,0,0,0,0,0,0.01152,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.045,2.462835197e-06,-5.733631945e-18,0,0,0,0,0,0.0002187548959,-2.589871677e-16,0,0,0,0,0,0.01458,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.05,3.753037291e-06,-7.101690443e-18,0,0,0,0,0,0.0003000609957,-2.882362318e-16,0,0,0,0,0,0.018,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.055,5.494050134e-06,-8.615994262e-18,0,0,0,0,0,0.0003993670954,-3.174852959e-16,0,0,0,0,0,0.02178,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.06,7.780373725e-06,-1.02765434e-17,0,0,0,0,0,0.0005184731951,-3.4673436e-16,0,0,0,0,0,0.02592,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.065,1.071550806e-05,-1.208333786e-17,0,0,0,0,0,0.0006591792948,-3.759834241e-16,0,0,0,0,0,0.03042,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.07,1.441195315e-05,-1.403637764e-17,0,0,0,0,0,0.0008232853945,-4.052324882e-16,0,0,0,0,0,0.03528,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.075,1.899120898e-05,-1.613566274e-17,0,0,0,0,0,0.001012591494,-4.344815523e-16,0,0,0,0,0,0.0405,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.08,2.458377557e-05,-1.838119317e-17,0,0,0,0,0,0.001228897594,-4.637306164e-16,0,0,0,0,0,0.04608,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.085,3.13291529e-05,-2.077296891e-17,0,0,0,0,0,0.001474003694,-4.929796805e-16,0,0,0,0,0,0.05202,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.09,3.937584097e-05,-2.331098997e-17,0,0,0,0,0,0.001749709793,-5.222287446e-16,0,0,0,0,0,0.05832,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.095,4.88813398e-05,-2.599525635e-17,0,0,0,0,0,0.002057815893,-5.514778087e-16,0,0,0,0,0,0.06498,-5.849812822e-15,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.1,6.001214937e-05,-3.033970855e-17,0,0,0,0,0,0.002400121993,-2.240358197e-13,0,0,0,0,0,0.072,-8.81744976e-10,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.105,7.29437697e-05,-2.620742502e-17,0,0,0,0,0,0.002778428093,2.710878305e-13,0,0,0,0,0,0.07938,5.290428907e-09,0,0,0,0,0,0,-49050.00003,0,0,0,-36787.50002
0.11,8.786070077e-05,-4.216163323e-17,0,0,0,0,0,0.003194534192,-3.437612064e-13,0,0,0,0,0,0.08712,-9.699136238e-09,0,0,0,0,0,0,-49049.99995,0,0,0,-36787.49996
0.115,0.0001049564426,-2.532305441e-17,0,0,0,0,0,0.003650240292,6.659746607e-13,0,0,0,0,0,0.09522,1.763477667e-08,0,0,0,0,0,0,-49050.00009,0,0,0,-36787.50007
0.12,0.0001244334951,5.330067275e-17,0,0,0,0,0,0.004147346392,-5.891022346e-13,0,0,0,0,0,0.10368,-2.601131007e-08,0,0,0,0,0,0,-49049.99987,0,0,0,-36787.4999
0.125,0.0001465033585,1.832665366e-17,0,0,0,0,0,0.004687652492,5.562188181e-13,0,0,0,0,0,0.1125,2.667260272e-08,0,0,0,0,0,0,-49050.00013,0,0,0,-36787.5001
0.13,0.0001713865325,5.084126114e-17,0,0,0,0,0,0.005272958591,-5.014376289e-13,0,0,0,0,0,0.12168,-3.04200057e-08,0,0,0,0,0,0,-49049.99985,0,0,0,-36787.49989
0.135,0.0001993125173,5.471416562e-18,0,0,0,0,0,0.005905064691,3.860092714e-13,0,0,0,0,0,0.13122,2.667260272e-08,0,0,0,0,0,0,-49050.00013,0,0,0,-36787.5001
0.14,0.0002305198129,-5.28516838e-17,0,0,0,0,0,0.006585770791,2.030584409e-14,0,0,0,0,0,0.14112,-1.939826663e-08,0,0,0,0,0,0,-49049.9999,0,0,0,-36787.49993
0.145,0.0002652559192,-8.613790654e-18,0,0,0,0,0,0.00731687689,-2.171132411e-14,0,0,0,0,0,0.15138,1.432825495e-08,0,0,0,0,0,0,-49050.00007,0,0,0,-36787.50005
0.15,0.0003037773363,-5.268847019e-17,0,0,0,0,0,0.00810018299,4.896067677e-13,0,0,0,0,0,0.162,-2.645223228e-09,0,0,0,0,0,0,-49049.99999,0,0,0,-36787.49999
0.155,0.0003463495641,2.875700448e-17,0,0,0,0,0,0.00893748909,-2.393132583e-13,0,0,0,0,0,0.17298,-6.613049296e-09,0,0,0,0,0,0,-49049.99997,0,0,0,-36787.49998
0.16,0.0003932471026,-1.799898768e-17,0,0,0,0,0,0.00983059519,-2.331846502e-13,0,0,0,0,0,0.18432,5.510863689e-09,0,0,0,0,0,0,-49050.00003,0,0,0,-36787.50002
0.165,0.0004447534519,-1.439283751e-17,0,0,0,0,0,0.01078130129,3.140753686e-13,0,0,0,0,0,0.19602,3.747385436e-09,0,0,0,0,0,0,-49050.00002,0,0,0,-36787.50001
0.17,0.0005011611119,2.377367527e-17,0,0,0,0,0,0.01179140739,1.487622021e-13,0,0,0,0,0,0.20808,-4.849571044e-09,0,0,0,0,0,0,-49049.99998,0,0,0,-36787.49998
0.175,0.0005627715827,1.7687402e-17,0,0,0,0,0,0.01286271349,-1.776303579e-13,0,0,0,0,0,0.2205,4.408637133e-10,0,0,0,0,0,0,-49050,0,0,0,-36787.5
0.18,0.0006298953643,2.201017493e-17,0,0,0,0,0,0.01399701959,2.42635447e-13,0,0,0,0,0,0.23328,3.967820218e-09,0,0,0,0,0,0,-49050.00002,0,0,0,-36787.50001
0.185,0.0007028519566,3.86357874e-18,0,0,0,0,0,0.01519612569,-3.200176245e-13,0,0,0,0,0,0.24642,-8.376527548e-09,0,0,0,0,0,0,-49049.99996,0,0,0,-36787.49997
0.19,0.0007819698596,1.353074029e-17,0,0,0,0,0,0.01646183179,3.947527456e-13,0,0,0,0,0,0.25992,1.278521148e-08,0,0,0,0,0,0,-49050.00006,0,0,0,-36787.50005
0.195,0.0008675865734,-9.297800647e-18,0,0,0,0,0,0.01779593789,-4.742554302e-13,0,0,0,0,0,0.27378,-1.719391881e-08,0,0,0,0,0,0,-49049.99991,0,0,0,-36787.49994
0.2,0.0009600485979,4.212518891e-18,0,0,0,0,0,0.01920024399,5.492811962e-13,0,0,0,0,0,0.288,2.160260274e-08,0,0,0,0,0,0,-49050.00011,0,0,0,-36787.50008
0.205,0.001059711433,-2.299252116e-17,0,0,0,0,0,0.02067655009,-6.289838172e-13,0,0,0,0,0,0.30258,-2.601131007e-08,0,0,0,0,0,0,-49049.99987,0,0,0,-36787.4999
0.21,0.001166939579,-5.701190681e-18,0,0,0,0,0,0.02222665619,7.039094623e-13,0,0,0,0,0,0.31752,3.0419994e-08,0,0,0,0,0,0,-49050.00015,0,0,0,-36787.50011
