#Exudyn implicit second order time integration solver solution file
#simulation started=2025-08-24,06:28:55
#columns contain: time, ODE2 displacements, ODE2 velocities, ODE2 accelerations, AE coordinates
#number of system coordinates [nODE2, nODE1, nAlgebraic, nData] = [4,0,1,0]
#number of written coordinates [nODE2, nVel2, nAcc2, nODE1, nVel1, nAlgebraic, nData] = [4,4,4,0,0,1,0]
#total columns exported  (excl. time) = 13
#number of time steps (planned) = 1000
#Exudyn version = 1.10.0; Python3.13.2; Windows AVX2 FLOAT64
#
0,0,0,0,0,0,0,0,0,-9.81,0,0,0,0
0.01,-2.435656379e-10,0.01041987613,-0.02083975218,0.01041987609,-4.871312758e-08,2.083975227,-4.167950436,2.083975218,9.809990257,416.7950453,-833.5900871,416.7950436,1.826821593e-07
0.02,-4.850812274e-10,0.03115594804,-0.06231189596,0.03115594798,4.100096937e-10,2.063239155,-4.126478322,2.063239161,-9.809980433,-420.9422596,841.8845098,-420.9422549,-1.586291181
0.03,-7.238375862e-10,0.05168569087,-0.1033713816,0.05168569081,-4.816128146e-08,2.042709412,-4.085418808,2.042709404,9.809970718,416.836311,-833.672607,416.8363035,2.302827952
0.04,-9.599865818e-10,0.07201115766,-0.1440223151,0.07201115757,9.314823426e-10,2.022383946,-4.044767898,2.022383949,-9.8099609,-420.9014041,841.8027889,-420.9013945,-3.13788705
0.05,-1.193785594e-09,0.09213438099,-0.1842687618,0.09213438089,-4.769128475e-08,2.002260721,-4.004521429,2.002260714,9.809951175,416.8767592,-833.753495,416.8767475,3.794125035
0.06,-1.425107452e-09,0.1120573732,-0.2241147463,0.1120573732,1.426913064e-09,1.982337728,-3.964675476,1.982337738,-9.809941352,-420.8613578,841.7226855,-420.8613427,-4.653044368
0.07,-1.654101263e-09,0.1317821266,-0.2635642534,0.1317821267,-4.72256753e-08,1.962612934,-3.925225953,1.962612976,9.809931621,416.9163989,-833.8327808,416.9163904,4.478299662
0.08,-1.880665545e-09,0.1513106137,-0.3026212281,0.1513106141,1.912818888e-09,1.94308449,-3.886168985,1.943084492,-9.809921794,-420.8220876,841.6441744,-420.8220872,-6.130308357
0.09,-2.104920135e-09,0.1706447877,-0.3412895761,0.1706447881,-4.676373683e-08,1.923750313,-3.847500613,1.923750306,9.809912058,416.955252,-833.9105,416.95525,5.902871048
0.1,-2.327146952e-09,0.1897865819,-0.3795731645,0.1897865822,2.318373442e-09,1.904608521,-3.809217054,1.904608527,-9.809902242,-420.7836104,841.5672116,-420.7836058,-7.56849837
0.11,-2.547435823e-09,0.2087379104,-0.4174758216,0.2087379108,-4.637614761e-08,1.88565718,-3.771314374,1.885657187,9.809892503,416.9933423,-833.9866755,416.9933377,7.291276643
0.12,-2.765557622e-09,0.2275006684,-0.4550013379,0.2275006689,2.75178791e-09,1.866894436,-3.733788881,1.866894441,-9.809882677,-420.7458913,841.491774,-420.745887,-8.966673986
0.13,-2.981348671e-09,0.2460767326,-0.4921534659,0.2460767329,-4.590999787e-08,1.848318392,-3.696636716,1.848318358,9.809872945,417.0306826,-834.061341,417.0306705,8.642618043
0.14,-3.194750046e-09,0.2644679603,-0.5289359209,0.2644679605,3.229722878e-09,1.829927145,-3.659854294,1.829927147,-9.809863117,-420.7089322,841.4178254,-420.7089127,-10.32412525
