1.000000000000000021e-03,-6.032732618888907382e+03,-5.057103427838505013e+03,-6.601289838808462264e+03,-2.264794351320366331e+03
2.000000000000000042e-03,-1.028125954036104122e+04,-8.690065197617490412e+03,-1.164127023608176387e+04,-4.142316026924540893e+03
3.000000000000000062e-03,-1.258767991153245748e+04,-1.091540794296769491e+04,-1.605838020053145192e+04,-6.156017861218017970e+03
4.000000000000000083e-03,1.389508825661207766e+03,1.375802589431714978e+03,8.386108464426365572e+02,2.330498178901759729e+02
5.000000000000000104e-03,1.460250572854964048e+03,1.632138364986846682e+03,1.060332363902976340e+03,2.717562349990127473e+02
6.000000000000000125e-03,1.585626760049916356e+03,2.014765942768651030e+03,1.379638019335458921e+03,2.561700034574682263e+02
7.000000000000000146e-03,2.014370601903387069e+03,2.780380515510034002e+03,2.024701126641791461e+03,2.251739834696207083e+02
8.000000000000000167e-03,3.028994415110112186e+03,4.265532536730824177e+03,3.315176939103977020e+03,2.094562682068338404e+02
9.000000000000001055e-03,5.193139950947457692e+03,7.140238738077299786e+03,5.874258666953011016e+03,2.427574692977299833e+02
1.000000000000000194e-02,9.938547642403940699e+03,1.304912485409055625e+04,1.120258354521327055e+04,3.947873185183165106e+02
1.100000000000000283e-02,2.143609086264506914e+04,2.666244447447183848e+04,2.434431822508472396e+04,1.130921859274531243e+03
1.200000000000000372e-02,3.207319824984888328e+04,3.748797851328633260e+04,3.745625096251603827e+04,2.728615329122051662e+03
1.300000000000000461e-02,4.835708708105721598e+04,5.286285531094312319e+04,5.281757968879463442e+04,4.010187936947745129e+03
1.400000000000000550e-02,8.332940617056151677e+04,8.496554376085370313e+04,8.493338391086830234e+04,6.656214195137370552e+03
1.500000000000000638e-02,2.355982864112801908e+05,2.215160751537925971e+05,2.211544958026480163e+05,1.721845142307360948e+04
1.600000000000000727e-02,-1.120374481785754906e+05,-9.788666574546905758e+04,-8.850567233965262130e+04,-3.849615475896145654e+03
1.700000000000000816e-02,-3.826613438858567679e+04,-3.182382959414006473e+04,-2.832740414466780931e+04,-1.095304349266564031e+03
1.800000000000000905e-02,-1.810306238497705635e+04,-1.456798967203355096e+04,-1.258828156011204010e+04,-4.461124182002472480e+02
1.900000000000000994e-02,-9.858660204265324865e+03,-7.776046718552670427e+03,-6.439860574620159241e+03,-2.524580143816677378e+02
2.000000000000001082e-02,-5.866088112651646952e+03,-4.614871572656249555e+03,-3.625897326594184051e+03,-2.116575568526576205e+02
2.100000000000001171e-02,-3.656773714070569895e+03,-2.960157152865313947e+03,-2.176304627636287933e+03,-2.199159481808099486e+02
2.200000000000001260e-02,-2.404631919304682469e+03,-2.098187386385499849e+03,-1.443063797870865073e+03,-2.472232230555667059e+02
2.300000000000001349e-02,-1.688568797731145196e+03,-1.667228175948468561e+03,-1.092842626307431601e+03,-2.701238729817710578e+02
2.400000000000001438e-02,-1.246922289334708921e+03,-1.407277863309991517e+03,-8.752172901495404176e+02,-2.453549626927774057e+02
2.500000000000001527e-02,-5.195320083584349959e+03,-8.781389462467892372e+03,-1.150510864286532887e+04,-4.333325562956554677e+03
2.600000000000001615e-02,-4.864678750736407892e+03,-8.892348343837313223e+03,-1.183506497199635123e+04,-4.239035377820491703e+03
2.700000000000001704e-02,-1.855971563734512529e+03,-3.398685451917928731e+03,-4.453848706396198395e+03,-1.543275777948706036e+03
2.800000000000001793e-02,-8.586523080794931957e+02,-1.568612472262460869e+03,-2.040073201413818424e+03,-6.963202549210438974e+02
2.900000000000001882e-02,-2.082109416054186113e+03,-3.791189837822868867e+03,-4.896561698071696810e+03,-1.648693639015341432e+03
3.000000000000001971e-02,-2.265500183957247827e+03,-4.121306832715198652e+03,-5.314044837211961749e+03,-1.783546058032506380e+03
3.100000000000002059e-02,-2.265500183957247827e+03,-4.121306832715198652e+03,-5.314044837211961749e+03,-1.783546058032506380e+03
